model_name,dataset,config_id,train_mse,train_rmse,train_r2,val_mse,val_rmse,val_r2,verif_mse,verif_rmse,verif_r2,best_epoch,hidden_layers,dropout,learning_rate,batch_size,weight_decay
Neural Network,full,baseline,96.4673775770857,9.821780774232629,0.9181568983207042,109.92520603666931,10.484522213084833,0.9060819341871071,130.4704785730197,11.422367467956006,0.8866398863845875,100,"[128, 64, 32]",0.2,0.001,64,1e-05
Neural Network,full,no_dropout,67.19799640646637,8.19743840516453,0.9429890954779541,96.12448719546728,9.804309623602636,0.9178730134775192,117.43016892444864,10.836520148297083,0.8979700432101781,90,"[128, 64, 32]",0.0,0.001,64,1e-05
Neural Network,full,wider,87.64078472345453,9.361665702397973,0.9256453960340811,108.10627097708651,10.397416553023472,0.907635998707835,123.51936360832225,11.113926561225886,0.8926794072844123,95,"[256, 128, 64]",0.2,0.001,64,1e-05
Neural Network,full,small_lr,99.25760523856509,9.962811111255954,0.9157896640085207,113.46235413847755,10.651870921977864,0.903059860177032,131.0004027981134,11.445540738563356,0.886179458316712,96,"[128, 64, 32]",0.2,0.0005,64,1e-05
Neural Network,full,small_net,121.25302491095671,11.011495126046995,0.897128709249096,130.4904452981753,11.423241453202996,0.8885113735845125,148.09227206648399,12.169316828256383,0.8713290778831191,100,"[64, 32]",0.2,0.001,32,0.0
