model_name,config_id,train_mse,train_rmse,train_r2,val_mse,val_rmse,val_r2,verif_mse,verif_rmse,verif_r2,best_epoch,hidden_layers,dropout,learning_rate,batch_size
Neural Network,baseline,87.52104679613372,9.355268397867253,0.9256088296278235,133.7894034383341,11.566736939964274,0.8865405290001402,112.90233669548634,10.625551124317568,0.9020230104687632,100,"[128, 64, 32]",0.2,0.001,64
