epoch,train_loss,train_mse,train_rmse,train_r2,val_loss,val_mse,val_rmse,val_r2,verif_loss,verif_mse,verif_rmse,verif_r2
1,0.2192119769102781,258.3822494373896,16.074272905403514,0.7807880213605751,0.2197814546773653,259.05348365257555,16.095138509890976,0.7786694880642233,0.22767711454253522,268.3599935488206,16.381696906878133,0.7668336953213525
2,0.2111192760026127,248.84349702637093,15.774774072118147,0.7888807165605125,0.21541167452731602,253.9028880054156,15.934330485006756,0.7830700618580464,0.2271247032199426,267.7088826857977,16.361811717710165,0.767399417178249
3,0.179082507581385,211.08218062671205,14.52866754477891,0.8209174872830478,0.1812172671191381,213.59839304872847,14.615005749185611,0.8175054779593801,0.19417935260413696,228.8766323453172,15.12866921924454,0.8011390673940283
4,0.17670106014130907,208.2751905907205,14.431742465507085,0.8232989428247914,0.18535544182954344,218.475996229022,14.780933537128904,0.8133381438873096,0.18856498072046643,222.25903558242754,14.908354556503797,0.80688880886127
5,0.14634421794876656,172.49398507315985,13.13369655021616,0.8536557838101434,0.15340816445069042,180.82016633718928,13.446938920705682,0.8455105894758174,0.16331223838741382,192.49396755040095,13.874219529415013,0.8327503794693107
6,0.14126157511394072,166.5031423291987,12.903609662772611,0.8587384258820385,0.14834912297372652,174.85714013898686,13.223355857685554,0.8506052889275514,0.1598987195986216,188.470499069482,13.728455815184823,0.8362461959108035
7,0.1417598592468429,167.09046261553476,12.92634761313244,0.8582401422640921,0.14943365801382913,176.13546792968975,13.271603819044998,0.8495131092727993,0.1583879917414911,186.6898209266104,13.663448354153148,0.8377933495565644
8,0.14642713822557113,172.59171945753653,13.137416772620732,0.8535728657775503,0.15021024099881722,177.0508125168268,13.306044209938083,0.8487310557631835,0.15768173108922065,185.85735988343188,13.6329512536146,0.8385166386827119
9,0.13134591185979103,154.81568329664296,12.442495059136771,0.8686540877565381,0.13957669437988202,164.51719886254,12.826425802324668,0.8594395437842477,0.15530841374206678,183.05996824636367,13.529965567079751,0.8409471703805578
10,0.12954015559196003,152.68726348953442,12.356668786106328,0.870459843060192,0.13788259063556838,162.52038046827843,12.748348146653292,0.8611455885407715,0.15461139400974208,182.23839969070553,13.49957035207808,0.8416609954989361
11,0.13265555202741075,156.35933906310382,12.504372797669774,0.8673444473472574,0.1406433166542227,165.77441240847511,12.875341254059059,0.858365403750263,0.15839220029964635,186.69478666719647,13.663630069172557,0.83778903504095
12,0.12091493966919319,142.5208337543457,11.938208984363847,0.8790850608636674,0.12760548058391477,150.40688595602165,12.264048514092794,0.8714951345261275,0.14339813411588398,169.02147891260657,13.000826085776495,0.8531446020391902
13,0.14295084973788097,168.4942645918366,12.980534064199231,0.8570491540692252,0.15369146220091803,181.15408183952863,13.459349235365305,0.8452252982377533,0.16099247802287286,189.75969450758117,13.775329197793466,0.8351260701709903
14,0.12892703060688135,151.96458387220656,12.327391608617232,0.8710729657850764,0.13893288988594288,163.75835861144606,12.796810485876785,0.8600878828796499,0.15935191999974105,187.82599764934596,13.70496251907848,0.8368061751107804
15,0.11842985390501462,139.59169409357528,11.814892893868116,0.8815701483731494,0.12924195467311667,152.335772115491,12.34243785139269,0.8698471298163597,0.1401143909255459,165.15097092857073,12.851107770483084,0.8565075177701545
16,0.11717448610704623,138.11200961608353,11.752106603332168,0.8828255154224699,0.12658369853743276,149.20252443622752,12.214848522852321,0.8725241187651092,0.14170422187127588,167.02488468942482,12.923810764995935,0.8548793557586462
17,0.1125624085425556,132.67581616149096,11.518498867538728,0.8874375920107136,0.11960278597252633,140.97421478220892,11.873256283859492,0.8795542345636385,0.14293438991300977,168.47486855408928,12.979786922522623,0.8536195279613037
18,0.11006815282689689,129.73587144110576,11.390165558107826,0.8899318465527708,0.1192864305999924,140.60133416797115,11.85754334455376,0.8798728168736561,0.1419016408527413,167.25758266235306,12.93281031571843,0.8546771746297217
19,0.11177687394098024,131.74991387624397,11.478236531638645,0.8882231292231874,0.12245466232748975,144.33568207760868,12.013978611501216,0.876682258989884,0.13939968437289285,164.30855447805897,12.818289842177036,0.8572394567159296
20,0.10920218544201894,128.71516478321772,11.345270591009177,0.8907978159704583,0.12152068335702974,143.23481327536962,11.968074752246897,0.8776228209624088,0.13620853705564365,160.54719259687073,12.670721865658276,0.8605075401541424
21,0.10429049524127429,122.92582055478562,11.087191734374652,0.8957095063288427,0.11602132645007383,136.75279597276278,11.694135110078163,0.8831609368284228,0.13076946492452707,154.13623155474355,12.415161358385301,0.8660777448477106
22,0.10513307395258299,123.91896028565283,11.13188934034348,0.894866924743061,0.11685111839335735,137.73086376566823,11.735879334999497,0.8823252937702427,0.13612443782133815,160.4480708400411,12.66680981305242,0.8605936627294473
23,0.10266707948177792,121.01232212921259,11.000560082523643,0.8973329219346231,0.11325678104616546,133.4942629333459,11.55397173846924,0.8859449672749735,0.13020078024912612,153.46593083944816,12.388136697641343,0.8666601399310538
24,0.11222074138548895,132.2731004266165,11.501004322519686,0.8877792567855318,0.12132708079731665,143.0066220305163,11.958537620901492,0.8778177833475138,0.1476382950793547,174.0193024416293,13.191637595144481,0.8488022109536641
25,0.09923632270362034,116.96853616316447,10.815199312225571,0.9007636774325024,0.11172678441075778,131.69087897592783,11.475664642012148,0.8874857452212273,0.13222006362260333,155.8460365865571,12.483831006007614,0.864592169759871
26,0.10369881466570868,122.22841367020068,11.055695983075903,0.896301187620493,0.11808555089531811,139.18586918310766,11.797706098352664,0.8810821640142921,0.13493483020544333,159.04589169328162,12.61133980563848,0.8618119550904801
27,0.09673243740901058,114.01724085542553,10.677885598536141,0.9032675618338784,0.11002185934509745,129.68130477791013,11.387769965094577,0.8892026883008914,0.1321252033719462,155.73422406870853,12.479351909001867,0.8646893187844287
28,0.10176975212231733,119.95465242970113,10.952381130589874,0.8982302508652356,0.11468289583724936,135.17520367779736,11.626487159834538,0.8845088025484567,0.12638705349759877,148.97073996154572,12.205357019012009,0.8705658154081067
29,0.09675777755925337,114.04710776630637,10.679284047458722,0.9032422226914091,0.10834338674786013,127.70291260126334,11.300571339594443,0.8908929900374016,0.12797582896530546,150.84341152547563,12.281832580094699,0.8689387326873774
30,0.09690841717292924,114.22466754524858,10.687594095269926,0.9030915806463249,0.11023992865188721,129.93834328912314,11.399050104685177,0.8889830793441932,0.12848567932687166,151.4443683282117,12.30627353540509,0.8684165875080141
31,0.09403652353737077,110.8396035249949,10.52803892113792,0.9059634752262222,0.10923045885103148,128.74849351023832,11.346739333845575,0.8899996650197615,0.12455798896010312,146.81484978127835,12.11671778087112,0.8724389744433951
32,0.09582008499706508,112.94186450926473,10.627410997475572,0.9041799131162797,0.11059966746959034,130.36236270693342,11.417633848873129,0.8886208049848933,0.13344396467553205,157.28863284442866,12.541476501769186,0.8633387607321578
33,0.09548416647659705,112.54591625795176,10.608766010142356,0.904515836345519,0.11195071196043307,131.9548147486494,11.487158689103646,0.8872602433716826,0.12392509618565666,146.0688647908892,12.08589528296887,0.8730871282954451
34,0.08792046462588608,103.63068530214218,10.179915780699867,0.9120795347888366,0.10397058390128995,122.54874788448863,11.070173796489765,0.8952966131783859,0.11974705770845424,141.1442687923332,11.880415345952061,0.8773658951706189
35,0.08689465506876125,102.42157737180469,10.120354607018703,0.9131053441947653,0.10367907103310817,122.2051458656505,11.05464363358903,0.8955901803972449,0.12239350631088461,144.2636046444857,12.01097850487152,0.8746556401729205
