epoch,train_loss,train_mse,train_rmse,train_r2,val_loss,val_mse,val_rmse,val_r2,verif_loss,verif_mse,verif_rmse,verif_r2
1,0.21698682781526507,255.7594940064794,15.992482421640469,0.7830131719223843,0.22016767658839456,259.50871887971715,16.109274312634852,0.77828054349396,0.2232320287799042,263.1206289005665,16.2209934621948,0.7713859509602882
2,0.20014890249054224,235.91285316934506,15.359454846098707,0.7998510987409928,0.2046598807168293,241.22988312245283,15.53157696830727,0.7938976431704541,0.20444482370173206,240.9763994619547,15.523414555501464,0.790626106990542
3,0.19034834590976746,224.36107238626832,14.978687271796161,0.8096516509375196,0.19312572615534038,227.63473324504275,15.087568831493122,0.8055130881348858,0.20166033093332952,237.69436102934336,15.41733962230006,0.7934777271706792
4,0.17652999681620138,208.07356056041277,14.424755129998317,0.8234700061156837,0.181602141137311,214.0520331498985,14.630517186685456,0.8171178962352863,0.18764317064979666,221.17251346842866,14.871869871284803,0.8078328405812091
5,0.1796310936197728,211.72878494759428,14.550903234768427,0.8203689069804688,0.18343683964809934,216.214566706821,14.704236352385696,0.8152702675044029,0.19083043648331047,224.92930325416128,14.997643256664071,0.8045687296375099
6,0.16683846468013072,196.6502815993817,14.023205111506488,0.8331615371285542,0.1716330679971451,202.30161742030805,14.223277309407564,0.8271572344144879,0.18166207623470534,214.12267699964448,14.632931251107705,0.8139581362941714
7,0.16479317814334457,194.23953139468725,13.93698430058265,0.8352068220640603,0.16938299422058878,199.6494874649522,14.129737699793022,0.8294231652657648,0.1762308530037432,207.7209673397189,14.412528138384289,0.8195203028648711
8,0.16192309481360895,190.8566011114372,13.815085997250874,0.8380769063775347,0.16643225228743963,196.17148487063102,14.006123120643736,0.8323947064466101,0.17818407557923338,210.02320206177546,14.492177271265193,0.8175199914341469
9,0.15843217049018427,186.74189743386748,13.66535390810891,0.8415678285931243,0.16066938536208603,189.3788746843771,13.761499725116341,0.8381981871360263,0.1736804360551619,204.71482736593813,14.307858937169396,0.8221322068963329
10,0.16355779496699208,192.78340130051558,13.884646243261496,0.8364422055309774,0.17048628635826393,200.9499212784651,14.175680628402471,0.8283120986334032,0.1819337164493337,214.4428565633615,14.643867541170996,0.8136799462229977
11,0.1507945400606212,177.73952352095552,13.331898721523334,0.8492054592825327,0.1574741265378726,185.61266379054103,13.623973861929603,0.8414159681650156,0.16669797048515025,196.4846859990995,14.017299525910813,0.8292830181037402
12,0.1489101426145238,175.51840685746407,13.248336003342612,0.8510898587707062,0.15437539300901476,181.960225291239,13.489263333897778,0.8445365441613941,0.1630624513302108,192.1995474044227,13.863605137352359,0.833006188304871
13,0.1691459808666832,199.370118723212,14.119848395900432,0.8308540222787918,0.17156479626849047,202.2211431107664,14.220448062939733,0.8272259901782684,0.18207355204617554,214.60767537270274,14.649494031286634,0.8135367423414972
14,0.14884686727584304,175.44382495841805,13.245520939488113,0.8511531341918939,0.15617096138386985,184.0766382271983,13.567484594691763,0.8427283200372531,0.1696618354001233,199.97815421347195,14.141363237448925,0.8262476957992277
15,0.15550657542044546,183.2935316549042,13.538594153563515,0.8444934285022705,0.15995717391100578,188.5393954193748,13.730964839346681,0.838915422715578,0.16908591734217013,199.2993239552754,14.117341249515626,0.8268375018307252
16,0.14733947520916213,173.66708588152505,13.178280839378294,0.8526605229131383,0.15146501709772262,178.52980841456693,13.361504721196896,0.8474674289839477,0.16905659653274563,199.26476996963112,14.11611738296445,0.8268675242831709
17,0.14924387540022882,175.91177087808055,13.263173484429755,0.8507561280075726,0.1512456026684985,178.27118106302026,13.351823136299412,0.8476883954164824,0.16353585060194634,192.757533915543,13.883714701604287,0.8325213781394736
18,0.14873495195845615,175.31191223924318,13.240540481386823,0.8512650491869873,0.15240351948129935,179.63600426042635,13.402835679826353,0.8465223156837396,0.16770292497873868,197.66921097222178,14.059488289842621,0.8282538359699574
19,0.14218487215006922,167.59142085890502,12.945710519662683,0.8578151283632376,0.14770234816270997,174.09479628273635,13.19449871282484,0.8512566214384908,0.1591834517942458,187.62742069687332,13.697715893420819,0.8369787099718455
20,0.13799315747774982,162.65070252329772,12.753458453427358,0.8620068429435033,0.1437563007742967,169.44364308615806,13.017052012116954,0.8552304808268132,0.1540934550525695,181.6279107663884,13.47693996300304,0.8421914227233814
21,0.13892532218427167,163.7494340476285,12.796461778461596,0.8610746770847166,0.1442710009510178,170.05031461757818,13.040334145165843,0.8547121518750738,0.15806631293284246,186.3106655391743,13.649566496382745,0.8381227811511116
22,0.1369516534793996,161.4230961593016,12.705238925707048,0.8630483464547852,0.14354646707904786,169.1963167763002,13.0075484537364,0.8554417918580496,0.1583864846899644,186.6880483015998,13.663383486589249,0.8377948897131944
23,0.13913014587418568,163.99085720136634,12.805891503576248,0.8608698532342567,0.1428242998600756,168.3451072452476,12.974787368016772,0.8561690495602666,0.16076311443116642,189.48935200407513,13.76551313987514,0.8353609589921834
24,0.1412631439252139,166.50498944271112,12.903681236093487,0.8587368587875159,0.14526021263604597,171.21628206503118,13.084963968809054,0.8537159708223946,0.1561897977653072,184.09883884459487,13.568302725270941,0.8400445409862669
25,0.13589046567009405,160.17228606524546,12.65591901306442,0.8641095360535956,0.14612606871465128,172.2368565616011,13.123904013730103,0.8528440108216662,0.15888828828848084,187.27951745171288,13.685010685115042,0.8372809879417733
26,0.14271659540949472,168.2181588002267,12.969894324944466,0.8572834027338467,0.1474655014692379,173.81563171748996,13.183915644355814,0.8514951344871058,0.16669197089205198,196.47761618125472,14.017047341764053,0.8292891607604
27,0.14190570599321747,167.2623688871964,12.932995356343262,0.8580942966650482,0.1479213501030681,174.35292901182777,13.204276921203515,0.8510360776022465,0.15855298712913754,186.8842992310353,13.670563237520073,0.8376243758321904
28,0.13739084340320504,161.9407653245334,12.72559489079129,0.8626091549768946,0.14415692328743165,169.91585491323193,13.035177594234455,0.854827031763111,0.16065051415266865,189.35663239740902,13.760691566829372,0.8354762732751937
29,0.13433636259724638,158.34048566817208,12.58334159387609,0.8656636389007892,0.13654799086589073,160.94730316446967,12.686500824280495,0.862489596735749,0.1546354025567454,182.26669609113372,13.500618359583894,0.8416364099896122
30,0.13173022003798152,155.26866105264872,12.460684614123284,0.8682697805899665,0.13879251721923333,163.59289749662736,12.790343916276347,0.8602292498002253,0.15175770580073636,178.87479326579242,13.374408146373895,0.8445834865532804
31,0.13187201374155882,155.4357899962751,12.467389060917089,0.8681279880848698,0.13961863984179868,164.56663618567413,12.828352824336962,0.8593973054484271,0.1517426948287582,178.85709894762044,13.373746630904163,0.8445988603753148
32,0.13212697767925474,155.7363125449509,12.479435585993098,0.8678730241983628,0.1411049948688852,166.31858218600007,12.89645618710815,0.8579004751426976,0.15150840416213776,178.58094391392015,13.363418122393693,0.8448387994507143
33,0.13826588880283444,162.97216418023984,12.766055153423075,0.8617341142787889,0.14299759908928264,168.54936841826694,12.982656446901263,0.8559945325865687,0.15553748580019772,183.32996665361964,13.539939684268155,0.8407125805296025
34,0.13195939760362996,155.53879139733158,12.471519209676565,0.8680406015055773,0.13617942735386698,160.51288401437458,12.669367940602822,0.8628607564342389,0.14761357802221534,173.9901665923334,13.19053321865092,0.8488275258235304
35,0.13903158950364894,163.87468521712344,12.801354819593254,0.8609684137607008,0.14423735001703167,170.01064571551834,13.038813048568429,0.8547460442523429,0.15934335937531147,187.81590070314437,13.704594145874745,0.8368149479073632
36,0.1304049242293226,153.7065507143125,12.397844599538764,0.8695950778921822,0.1350160619678211,159.141638952901,12.615135312508581,0.8640323228890348,0.14906215532729625,175.69758141296887,13.255096431673701,0.8473440274860305
37,0.14458145089648564,170.4162321842118,13.054356827672967,0.8554185532066552,0.14864680265375882,175.20800817962274,13.236616190689475,0.8503055137538658,0.15772500853538046,185.908370516827,13.634821983320025,0.8384723177661297
38,0.13429936462935937,158.29687349751103,12.581608541737063,0.865700639547096,0.1413325238466205,166.58676508603892,12.906849541465915,0.8576713446260139,0.15006707395667696,176.88206462454892,13.299701674268823,0.8463148816370322
39,0.12391077915991752,146.05199037306753,12.085197159048235,0.8760892210528399,0.13081323953942045,154.18782889873037,12.417239181828236,0.8682647667066699,0.14405153000632895,169.79162604147677,13.030411583732755,0.8524754547578728
