model_name,config_id,train_mse,train_rmse,train_r2,val_mse,val_rmse,val_r2,verif_mse,verif_rmse,verif_r2,best_epoch,hidden_layers,dropout,learning_rate,batch_size,weight_decay
Neural Network,wider,74.65046647131844,8.64005014287061,0.9365485700534877,125.97540011426052,11.223876340830762,0.8931671575727773,103.77387759912972,10.18694643154315,0.9099447149037416,97,"[256, 128, 64]",0.2,0.001,64,1e-05
