epoch,train_loss,train_mse,train_rmse,train_r2,val_loss,val_mse,val_rmse,val_r2,verif_loss,verif_mse,verif_rmse,verif_r2
1,0.2062990220639512,242.7103424073639,15.57916372618774,0.7937009771469836,0.21976707566885678,258.5554766505126,16.079660340023125,0.780733250534262,0.19741640370353253,232.25996174125794,15.24007748475243,0.798444102167476
2,0.20339261809764683,239.29095875839153,15.469032250221458,0.7966073860727253,0.21503850596813787,252.99231951204953,15.905732284684333,0.7854510596416929,0.20098720648900076,236.4609997237369,15.377288438594658,0.7947984286900542
3,0.18125117164660978,213.24160232780616,14.602794332859933,0.8187488272831707,0.1977708482870543,232.6769664354528,15.25375253619426,0.8026793987627985,0.1752793692496632,206.2157907280715,14.360215552980796,0.8210453126064687
4,0.1705162764991072,200.6120204056743,14.163757284198084,0.8294837238011151,0.18833172747390928,221.5718585530409,14.88529000567476,0.812097032995061,0.16996955569534125,199.96880511650824,14.141032675038561,0.8264664656293397
5,0.17460743991814015,205.42526225567005,14.332664171593153,0.8253925627877011,0.19164949787909655,225.47520570407855,15.015831835235721,0.8087868178995159,0.17492627532253005,205.80037072101896,14.3457439932901,0.8214058153460342
6,0.1659961018156894,195.29404270282163,13.974764495433247,0.8340039003736127,0.18424137164578658,216.75956104364369,14.722756570820685,0.8161780791442936,0.16827713013156997,197.97766602779453,14.0704536539443,0.8281943821575539
7,0.1542098372487121,181.4275332082629,13.469503821903125,0.8457901610279207,0.17668354665068173,207.86780184661112,14.417621227047515,0.8237186934891244,0.15576928460745645,183.26222003389805,13.537437720406992,0.8409644907336071
8,0.16685972028859739,196.3100952848354,14.011070454638196,0.8331402756398759,0.19093213309226315,224.63123696432842,14.987702858154362,0.8095025415987893,0.1702553817208586,200.30508240677577,14.15291780541298,0.8261746431789594
9,0.15081955030874514,177.43886596349546,13.320618077382726,0.8491804498261635,0.17093212837421934,201.10126713839708,14.181017845641302,0.8294570212547462,0.15698585363188142,184.69350826472385,13.590198978113744,0.8397224144744945
10,0.1490031473134312,175.30186993281407,13.240161250257266,0.8509968544696476,0.17084474226822918,200.99845828543042,14.177392506572936,0.8295442078164015,0.151586444263109,178.34111373102374,13.354441722925888,0.8452350416790606
11,0.1418509728078309,166.88735548854788,12.918488901127247,0.8581490264389869,0.1690099988864509,198.8398884712784,14.101059835036457,0.8313747727410954,0.15186046043642973,178.6634938527511,13.366506419134025,0.8449552792336051
12,0.13950634092216466,164.1289021887928,12.811280271260667,0.8604936575522752,0.16615015343992492,195.4752880338299,13.981247728075985,0.8342281062334953,0.1463553676381273,172.18676624566865,13.121995513094365,0.8505758030555993
13,0.13889232451872288,163.406514438152,12.783055755106131,0.8611076729485704,0.16446328953631634,193.49069807290266,13.910093388360218,0.8359111283662776,0.14469046248228853,170.22800989743544,13.047145660926587,0.8522756177436045
14,0.13958279446047725,164.21884528892696,12.814790099292573,0.8604172076841484,0.1672723451096086,196.7955387002266,14.02838332453981,0.8331084738982961,0.14951412772033873,175.9030345150475,13.262844133708557,0.8473508142025674
15,0.13945485528395163,164.06833201833803,12.808916114111218,0.8605451410072237,0.1604789899886893,188.80317872370958,13.740566899648266,0.8398863569867279,0.1455176193891247,171.2011596146724,13.08438610003054,0.8514311154733352
16,0.13524434067508337,159.11466424003467,12.61406612635413,0.8647556613009458,0.16322763930946035,192.03695393833243,13.857739856785177,0.8371439692059746,0.1460192941638885,171.79137316275424,13.106920811645818,0.8509189263697776
17,0.1374679384103736,161.73072802456377,12.717339659872414,0.8625320584782704,0.16640953326514196,195.78045062706863,13.992156753948573,0.8339693145391758,0.14521762883988706,170.8482198383759,13.070892082730081,0.8517373976795274
