model_name,config_id,train_mse,train_rmse,train_r2,val_mse,val_rmse,val_r2,verif_mse,verif_rmse,verif_r2,best_epoch,hidden_layers,dropout,learning_rate,batch_size,weight_decay
Neural Network,small_net,98.48719200305334,9.924071342098127,0.9162878216385769,141.50283443492572,11.895496392960057,0.879999190314296,125.39746951217012,11.19810115654302,0.8911796963886165,100,"[64, 32]",0.1,0.001,32,0.0
